Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1211NT04,1,2012,CH501,6,AA,CORE
1211NT04,1,2012,NT501,6,AB,ELECTIVE
1211NT04,1,2012,NT502,6,AB,CORE
1211NT04,1,2012,NT503,6,BB,CORE
1211NT04,1,2012,NT504,4,AB,CORE
1211NT04,1,2012,PH501,6,BB,CORE
1211NT04,1,2012,PH502,6,BB,CORE
1211NT04,2,2012,CH512,6,AA,ELECTIVE
1211NT04,2,2012,NT511,6,BB,CORE
1211NT04,2,2012,NT512,6,AB,CORE
1211NT04,2,2012,NT513,6,BB,CORE
1211NT04,2,2012,NT514,4,BB,CORE
1211NT04,2,2012,PH511,6,BC,ELECTIVE
1211NT04,2,2012,PH514,6,AB,ELECTIVE
1211NT04,3,2013,NT601,40,BB,CORE
1211NT04,3,2013,NT602,10,AB,CORE
1211NT04,4,2014,NT611,45,AB,CORE
