Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
0901EE05,1,2009,CH101,8,AB,CORE
0901EE05,1,2009,CH110,3,AB,CORE
0901EE05,1,2009,EE101,8,AA,CORE
0901EE05,1,2009,HS101,6,BB,CORE
0901EE05,1,2009,MA101,8,AA,CORE
0901EE05,1,2009,ME110,3,AB,CORE
0901EE05,1,2009,ME111,7,AB,CORE
0901EE05,1,2009,PH101,6,AA,CORE
0901EE05,2,2009,CH102,6,BB,CORE
0901EE05,2,2009,CS101,6,CC,CORE
0901EE05,2,2009,CS110,3,CC,CORE
0901EE05,2,2009,EE102,4,BB,CORE
0901EE05,2,2009,MA102,8,BB,CORE
0901EE05,2,2009,ME101,8,AB,CORE
0901EE05,2,2009,PH102,6,AA,CORE
0901EE05,2,2009,PH110,3,AB,CORE
0901EE05,3,2010,CS201,9,BC,CORE
0901EE05,3,2010,EE200,6,AA,CORE
0901EE05,3,2010,EE201,6,AB,CORE
0901EE05,3,2010,EE202,3,AB,CORE
0901EE05,3,2010,EE220,8,AA,CORE
0901EE05,3,2010,HS221,6,AA,HS ELECTIVE
0901EE05,3,2010,MA201,8,AB,CORE
0901EE05,4,2010,EE203,6,AA,CORE
0901EE05,4,2010,EE204,3,BB,CORE
0901EE05,4,2010,EE230,8,AA,CORE
0901EE05,4,2010,EE280,6,BB,CORE
0901EE05,4,2010,EE281,3,AA,CORE
0901EE05,4,2010,HS222,6,AB,HS Elective
0901EE05,4,2010,MA225,8,BC,CORE
0901EE05,4,2010,MA251,6,AB,Elective-Sc.
0901EE05,5,2011,EE310,6,AB,CORE
0901EE05,5,2011,EE311,3,BB,CORE
0901EE05,5,2011,EE320,6,AA,CORE
0901EE05,5,2011,EE331,3,BB,CORE
0901EE05,5,2011,EE350,6,AB,CORE
0901EE05,5,2011,EE370,6,BB,CORE
0901EE05,5,2011,EE371,3,AB,CORE
0901EE05,5,2011,EE380,6,AB,CORE
0901EE05,6,2011,EE304,4,BB,CORE
0901EE05,6,2011,EE321,3,AB,CORE
0901EE05,6,2011,EE322,6,BB,CORE
0901EE05,6,2011,EE340,6,BC,CORE
0901EE05,6,2011,EE351,6,DD,CORE
0901EE05,6,2011,EE360,6,BB,CORE
0901EE05,6,2011,EE361,3,BB,CORE
0901EE05,6,2011,HS331,6,AA,HSS Elective
0901EE05,7,2012,EE400,2,BB,CORE
0901EE05,7,2012,EE430,6,AB,Departmental Elective - II
0901EE05,7,2012,EE480,6,DD,CORE
0901EE05,7,2012,EE481,6,CD,CORE
0901EE05,7,2012,EE482,3,CC,CORE
0901EE05,7,2012,EE490,6,BC,Departmental Elective - I
0901EE05,7,2012,EE498,10,AB,CORE
0901EE05,7,2012,PH401,6,BB,Open Elective - I
0901EE05,8,2012,CE442,6,BC,Open Elective - II
0901EE05,8,2012,EE483,6,CD,Departmental Elective - III
0901EE05,8,2012,EE499,14,CC,CORE
0901EE05,8,2012,EE508,6,CC,Departmental Elective - IV
0901EE05,8,2012,HS441,6,AB,HS Elective
