Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1311NT02,1,2013,NT501,6,AA,CORE
1311NT02,1,2013,NT502,6,AA,CORE
1311NT02,1,2013,NT503,6,AA,CORE
1311NT02,1,2013,NT504,4,AB,CORE
1311NT02,1,2013,PH501,6,AB,Elective I
1311NT02,1,2013,PH502,6,AA,Elective III
1311NT02,1,2013,PH503,6,AA,Elective II
1311NT02,2,2014,HS514,4,BC,CORE
1311NT02,2,2014,NT511,6,BC,CORE
1311NT02,2,2014,NT512,6,AB,CORE
1311NT02,2,2014,NT513,6,AB,CORE
1311NT02,2,2014,NT514,4,AB,CORE
1311NT02,2,2014,PH511,6,AB,Elective IV
1311NT02,2,2014,PH513,6,AB,Elective VI
1311NT02,2,2014,PH514,6,AB,Elective V
1311NT02,3,2014,NT601,40,AB,CORE
1311NT02,3,2014,NT602,10,AB,CORE
1311NT02,4,2015,NT611,45,AA,CORE
